site,local_site,year,location,depth,date,time,chl_a,pH,temp,std_conduct,conduct,DO,sat,nitrate,secchi,PAR,flag,comments
NWT,GL4,2018,LAKE,12,8/7/18,10:53,NaN,6.67,7.9,18.3,12.4,5.78,49,0.04,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,13,8/7/18,10:55,NaN,6.53,7.4,19.1,12.7,5.22,43.7,0.04,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,14,8/7/18,10:57,NaN,6.49,7.1,19.7,13,4.71,39.3,0.04,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,15,8/7/18,11:00,NaN,6.55,7,26.8,17.7,3.81,31.3,0.05,NaN,NaN,NaN,NaN
NWT,GL1,2018,LAKE,0,8/9/18,9:51,10.49,8.77,13.7,47.1,37,7.75,75.1,0.14,4.5,1300,NaN,NaN
NWT,GL1,2018,LAKE,1,8/9/18,9:54,NaN,8.75,13.6,47.1,36.9,7.63,73.6,0.11,NaN,750,NaN,NaN
NWT,GL1,2018,LAKE,2,8/9/18,9:57,NaN,8.76,13.5,47.1,36.8,7.59,72.8,0.09,NaN,381,NaN,NaN
NWT,GL1,2018,LAKE,3,8/9/18,9:59,8.18,8.68,13.3,47.1,36.6,7.68,73.8,0.07,NaN,279,NaN,NaN
NWT,GL1,2018,LAKE,4,8/9/18,10:02,NaN,8.68,12.9,46.9,36.1,7.66,71.8,0.06,NaN,140,NaN,NaN
NWT,GL1,2018,LAKE,5,8/9/18,10:04,NaN,8.57,12.6,47.2,36.1,7.22,67.8,0.05,NaN,126,NaN,NaN
NWT,GL1,2018,LAKE,6,8/9/18,10:07,2.78,8.35,12.4,46.9,35.6,7.17,67.4,0.04,NaN,72,NaN,NaN
NWT,GL1,2018,LAKE,7,8/9/18,10:10,NaN,8.09,12.1,47.9,36,6.16,57.2,0.03,NaN,32,NaN,NaN
NWT,GL4,2018,INLET,0,8/21/18,10:25,NaN,8.15,8.2,NaN,NaN,7.23,61.5,0.21,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,0,8/21/18,9:46,NaN,6.64,10.5,18.8,13.6,6.66,59.5,0.14,5.5,NaN,NaN,"Only probe measurements collected, as this was a 7th visit to GL4."
NWT,GL4,2018,OUTLET,0,8/21/18,11:05,NaN,7.08,10.4,NaN,NaN,6.72,60.1,0.13,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,1,8/21/18,9:48,NaN,7.49,10.8,18.8,13.6,6.59,58.6,0.12,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,2,8/21/18,9:51,NaN,7.39,10.5,18.8,13.6,6.56,58.6,0.12,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,3,8/21/18,9:53,NaN,7.32,10.5,18.8,13.6,6.59,59.5,0.11,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,4,8/21/18,9:56,NaN,7.3,10.4,18.8,13.6,6.45,59.6,0.12,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,5,8/21/18,9:58,NaN,7.25,10.4,18.9,13.6,6.41,58.3,0.11,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,6,8/21/18,10:01,NaN,7.12,10.2,18.9,13.6,6.46,56.7,0.12,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,7,8/21/18,10:02,NaN,7.14,10.2,18.8,13.5,6.33,56,0.11,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,8,8/21/18,10:05,NaN,7.11,10.1,18.9,13.6,6.42,57.3,0.11,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,9,8/21/18,10:07,NaN,7.05,10,19,13.6,6.22,55.4,0.1,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,10,8/21/18,10:09,NaN,6.91,9.7,19.6,13.9,5.83,51.6,0.1,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,11,8/21/18,10:11,NaN,6.79,9.6,22.2,14.3,4.84,42.6,0.09,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,12,8/21/18,10:12,NaN,6.79,9.5,25.5,17.9,3.38,30.6,0.09,NaN,NaN,NaN,NaN
NWT,GL4,2018,LAKE,13,8/21/18,10:14,NaN,6.77,9.4,25.5,17.9,2.81,24.6,0.09,NaN,NaN,NaN,NaN
