INDIVIDUAL,Lake,SITE,DATE ,COLLECTOR,# of rocks,rock 1,rock 2,rock 3,rock 4,rock 5,EXAMINED BY,DATE EXAMINED,Microscope,MAGNIFICATION,Order,Family,Genus ,SIZE (mm),Notes 
129,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
130,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
131,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,0.5,
132,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
133,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
134,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
135,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
136,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
137,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
138,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
139,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,9,
140,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
141,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
142,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
143,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
144,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
145,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
146,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
147,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
148,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
149,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
150,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
151,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
152,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
153,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
154,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
155,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
156,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
157,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
158,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
159,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
160,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
161,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
162,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
163,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
164,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
165,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
166,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
167,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
168,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
169,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
170,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,0.5,
171,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
172,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,0.5,
173,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
174,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
175,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
176,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
177,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
178,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
179,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
180,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
181,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
182,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
183,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
184,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
185,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
186,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
187,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
188,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
189,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
190,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
191,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
192,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
193,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
194,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
195,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
196,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
197,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
198,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
199,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
200,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,4,
201,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,4,
202,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,4,
203,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,4,
204,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
205,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
206,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
207,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
208,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
209,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
210,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
211,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
212,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
213,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,3,
214,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
215,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,2,
216,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
217,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
218,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
219,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
220,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
221,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
222,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
223,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
224,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
225,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,diptera,chironomidae,NA,1,
1,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,trichop,glossomatidae ,NA,8,
2,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,trichop,glossomatidae ,NA,9,
3,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,trichop,glossomatidae ,NA,7,
1,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
2,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
3,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
4,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
5,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
6,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
7,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
8,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
9,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
10,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
11,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
12,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
13,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
14,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
15,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
16,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,6,
17,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
18,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
19,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
20,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
21,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
22,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
23,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
24,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
25,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
26,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
27,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
28,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
29,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
30,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
31,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
32,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
33,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
34,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
35,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
36,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
37,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
38,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
39,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
40,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
41,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
42,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
43,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
44,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
45,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
46,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
47,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
48,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
49,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
50,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
51,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
52,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
53,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
54,GL4_waterfall,GL4_waterfall_high,8/7/18,SY,5,1.6,1.9,0.5,3.5,1.2,SY,8/17/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
